itemid,datasource,genre,subgenre,orig_lang,speaker_id,reflabel,observations,maxagree,majority_softlabel,majoritylabel_sampled,majority_distrlabel20,majority_distrlabel40,domconn_step1,domconn_step2
wsj_0512_1,512,PDTB,NA,English,NA,synchronous,10,0.4,synchronous:0; precedence:0.1; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.4; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-denier,arg2-as-denier;conjunction,arg2-as-denier;conjunction,in addition,despite this
wsj_0537_5,537,PDTB,NA,English,NA,result,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0.7; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-denier;result,result,as a result,consequently
wsj_0537_9,537,PDTB,NA,English,NA,contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.6; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,contrast,contrast,however,by comparison
wsj_0550_17,550,PDTB,NA,English,NA,arg2-as-instance,10,0.6,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.6; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-instance,arg2-as-instance,arg2-as-instance,for example,for instance
wsj_0560_12,560,PDTB,NA,English,NA,reason,10,0.6,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance,arg2-as-detail,specifically,in more detail
wsj_0562_55,562,PDTB,NA,English,NA,equivalence,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.3; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,arg2-as-detail;conjunction;reason;result,reason,specifically,in addition
wsj_0568_2,568,PDTB,NA,English,NA,arg2-as-detail,10,0.2,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,differentcon,arg2-as-detail;differentcon,differentcon,to illustrate,differentcon
wsj_0570_12,570,PDTB,NA,English,NA,arg2-as-denier,10,0.8,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.8; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,however,despite this
wsj_0571_13,571,PDTB,NA,English,NA,result,10,0.4,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.4; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,arg2-as-instance,arg2-as-instance;precedence;result,arg2-as-instance,for example,for instance
wsj_0583_39,583,PDTB,NA,English,NA,precedence,10,0.4,synchronous:0; precedence:0.3; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;precedence;result,conjunction,subsequently,later
wsj_0590_12,590,PDTB,NA,English,NA,arg2-as-subst,10,0.2,synchronous:0; precedence:0.1; succession:0; reason:0.2; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0.2; differentcon:0; norel:0,arg2-as-subst,arg2-as-detail;arg2-as-subst;reason,arg2-as-subst,moreover,for example
wsj_0604_27,604,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0.2; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction;precedence,arg2-as-detail,specifically,in more detail
wsj_0604_36,604,PDTB,NA,English,NA,arg2-as-subst,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.3; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-detail,arg1-as-detail;arg2-as-detail,arg1-as-detail,actually,more generally
wsj_0606_14,606,PDTB,NA,English,NA,succession,10,0.3,synchronous:0; precedence:0.3; succession:0.2; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,conjunction;precedence;succession,precedence,later,previously
wsj_0609_29,609,PDTB,NA,English,NA,reason,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.6; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;result,arg2-as-detail,specifically,in more detail
wsj_0616_4,616,PDTB,NA,English,NA,conjunction,10,0.3,synchronous:0.1; precedence:0; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,result,conjunction;differentcon;result,result,as a result,in addition
wsj_0617_65,617,PDTB,NA,English,NA,succession,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg1-as-denier;arg2-as-detail;conjunction,conjunction,in addition,incidentally
wsj_0627_20,627,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0.1; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail,arg2-as-detail,incidentally,also
wsj_0633_58,633,PDTB,NA,English,NA,conjunction,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;conjunction;result,result,in addition,as a result
wsj_0637_4,637,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.4; contrast:0.1; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;conjunction,arg2-as-denier;conjunction,in addition,despite this
wsj_0719_8,719,PDTB,NA,English,NA,precedence,10,0.5,synchronous:0; precedence:0.5; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,precedence;result,precedence;result,subsequently,afterwards
wsj_0725_91,725,PDTB,NA,English,NA,arg2-as-instance,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.1; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,also,in more detail
wsj_0736_8,736,PDTB,NA,English,NA,succession,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.5; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;result,conjunction;result,in addition,also
wsj_0765_115,765,PDTB,NA,English,NA,contrast,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0.1; contrast:0.3; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg1-as-denier;contrast;result,contrast,however,consequently
wsj_0766_87,766,PDTB,NA,English,NA,equivalence,10,0.5,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.5; norel:0,differentcon,differentcon;result,differentcon,she added,differentcon
wsj_0769_11,769,PDTB,NA,English,NA,synchronous;contrast,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0.4; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-denier;conjunction;contrast,contrast,despite this,in contrast
wsj_0776_18,776,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;precedence;result,arg2-as-detail,in more detail,specifically
wsj_0788_45,788,PDTB,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.5; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;result,arg2-as-denier;result,however,despite this
wsj_0790_52,790,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,furthermore,also
wsj_0804_22,804,PDTB,NA,English,NA,arg2-as-instance,10,0.7,synchronous:0; precedence:0.1; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.7; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-instance,arg2-as-instance,arg2-as-instance,for example,to illustrate
wsj_0816_18,816,PDTB,NA,English,NA,synchronous,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.7; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,in more detail,in more detail
wsj_0818_4,818,PDTB,NA,English,NA,result,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.3; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;arg2-as-instance;result,result,as a result,specifically
wsj_0819_59,819,PDTB,NA,English,NA,arg2-as-detail,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.5; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-instance;contrast;result,contrast,in contrast,by comparison
wsj_0922_11,922,PDTB,NA,English,NA,reason,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;arg2-as-instance;result,result,as a result,consequently
wsj_0946_17,946,PDTB,NA,English,NA,contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.6; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,contrast;result,contrast,on the contrary,in contrast
wsj_0950_12,950,PDTB,NA,English,NA,synchronous;contrast,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.3; contrast:0.2; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;conjunction;contrast,arg2-as-denier,however,despite this
wsj_0953_30,953,PDTB,NA,English,NA,arg2-as-denier,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.6; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier,arg2-as-denier,however,despite this
wsj_0955_29,955,PDTB,NA,English,NA,reason,10,0.3,synchronous:0; precedence:0; succession:0; reason:0.2; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0.1; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.1; arg1-as-detail:0.1; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;reason,arg2-as-detail,as a result,consequently
wsj_0956_70,956,PDTB,NA,English,NA,equivalence,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0; arg2-as-goal:0; arg1-as-denier:0.4; arg2-as-denier:0.1; contrast:0.1; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg1-as-denier,arg1-as-denier;conjunction,arg1-as-denier,however,even though
wsj_0969_1,969,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.4; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;conjunction,arg2-as-detail,in addition,also
wsj_0983_4,983,PDTB,NA,English,NA,arg2-as-detail,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,arg2-as-detail;conjunction;result,result,as a result,consequently
wsj_0987_11,987,PDTB,NA,English,NA,conjunction,10,0.4,synchronous:0; precedence:0.2; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.4; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;precedence;result,conjunction,also,in addition
wsj_0988_2,988,PDTB,NA,English,NA,arg2-as-denier,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.5; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;result,arg2-as-denier,however,despite this
wsj_0989_1,989,PDTB,NA,English,NA,result,10,0.9,synchronous:0; precedence:0; succession:0; reason:0; result:0.9; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,result,result,result,as a result,consequently
wsj_0994_44,994,PDTB,NA,English,NA,precedence;contrast,10,0.5,synchronous:0; precedence:0.5; succession:0; reason:0; result:0.3; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.1; similarity:0.1; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,precedence;result,precedence,subsequently,afterwards
wsj_1014_30,1014,PDTB,NA,English,NA,conjunction,10,0.6,synchronous:0; precedence:0; succession:0; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0.6; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction,conjunction,incidentally,in addition
wsj_1032_4,1032,PDTB,NA,English,NA,succession,10,0.3,synchronous:0; precedence:0; succession:0.2; reason:0.1; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,arg2-as-detail;conjunction;succession,conjunction,previously,also
wsj_1037_17,1037,PDTB,NA,English,NA,reason,10,0.4,synchronous:0; precedence:0; succession:0; reason:0.4; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0.2; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,reason,conjunction;contrast;reason,reason,on the contrary,for the reason that
wsj_1041_26,1041,PDTB,NA,English,NA,equivalence,10,0.5,synchronous:0; precedence:0; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.5; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg2-as-detail;arg2-as-instance;result,arg2-as-detail,specifically,in more detail
wsj_1052_28,1052,PDTB,NA,English,NA,conjunction,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.2; similarity:0; conjunction:0.7; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,conjunction,conjunction;contrast,conjunction,in addition,in addition
wsj_1066_3,1066,PDTB,NA,English,NA,arg2-as-denier,10,0.7,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.7; contrast:0; similarity:0; conjunction:0.2; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-denier,arg2-as-denier;conjunction,arg2-as-denier,despite this,despite this
wsj_1094_25,1094,PDTB,NA,English,NA,contrast,10,0.6,synchronous:0; precedence:0; succession:0; reason:0; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0.6; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,contrast,arg2-as-detail;contrast,contrast,in contrast,by comparison
wsj_1120_72,1120,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.2; arg2-as-denier:0.2; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0.2; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,arg2-as-detail,arg1-as-denier;arg2-as-denier;arg2-as-detail;arg2-as-instance,arg2-as-detail,for example,for instance
wsj_1121_16,1121,PDTB,NA,English,NA,precedence,10,0.6,synchronous:0; precedence:0.6; succession:0; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.1; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.3; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,arg2-as-detail;precedence,precedence,later,afterwards
wsj_1122_3,1122,PDTB,NA,English,NA,arg2-as-denier,10,0.4,synchronous:0; precedence:0; succession:0; reason:0; result:0.4; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0.2; contrast:0.1; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg2-as-subst:0; differentcon:0.2; norel:0,result,arg2-as-denier;differentcon;result,result,in response,as a result
wsj_1123_0,1123,PDTB,NA,English,NA,arg2-as-denier,10,0.3,synchronous:0; precedence:0; succession:0.1; reason:0; result:0; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0.3; contrast:0.3; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,contrast,arg2-as-denier;contrast,contrast,despite this,despite this
wsj_1128_77,1128,PDTB,NA,English,NA,equivalence,10,0.7,synchronous:0; precedence:0; succession:0; reason:0.7; result:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg2-as-subst:0; differentcon:0.1; norel:0,reason,reason,reason,because,the reasons isare that
wsj_1137_22,1137,PDTB,NA,English,NA,precedence,10,0.4,synchronous:0; precedence:0.4; succession:0; reason:0; result:0.2; arg2-as-goal:0; arg1-as-denier:0.1; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg2-as-subst:0; differentcon:0; norel:0,precedence,arg2-as-detail;precedence;result,precedence,later,subsequently
